"Area","Item","Year","Area harvested","Yield","Production"
"United States of America","Sweet potatoes","1971",45590,114450,521776
"United States of America","Sweet potatoes","1972",45873,120433,552464
"United States of America","Sweet potatoes","1973",45185,122122,551808
"United States of America","Sweet potatoes","1974",47812,126624,605417
"United States of America","Sweet potatoes","1975",46282,126448,585227
"United States of America","Sweet potatoes","1976",46457,129726,602670
"United States of America","Sweet potatoes","1977",43341,124509,539636
"United States of America","Sweet potatoes","1978",45410,131003,594885
"United States of America","Sweet potatoes","1979",46220,131209,606450
"United States of America","Sweet potatoes","1980",41360,120121,496820
"United States of America","Sweet potatoes","1981",44430,130666,580550
"United States of America","Sweet potatoes","1982",46700,144071,672810
"United States of America","Sweet potatoes","1983",41516,132219,548920
"United States of America","Sweet potatoes","1984",41710,140494,586000
"United States of America","Sweet potatoes","1985",41880,158044,661890
"United States of America","Sweet potatoes","1986",36850,152497,561950
"United States of America","Sweet potatoes","1987",36050,146297,527400
"United States of America","Sweet potatoes","1988",34657,143452,497160
"United States of America","Sweet potatoes","1989",34845,148018,515770
"United States of America","Sweet potatoes","1990",36200,157804,571250
"United States of America","Sweet potatoes","1991",31500,161270,508000
"United States of America","Sweet potatoes","1992",33350,163268,544500
"United States of America","Sweet potatoes","1993",32370,154526,500200
"United States of America","Sweet potatoes","1994",33470,181327,606900
"United States of America","Sweet potatoes","1995",33630,172926,581550
"United States of America","Sweet potatoes","1996",33870,176991,599470
"United States of America","Sweet potatoes","1997",33220,181969,604500
"United States of America","Sweet potatoes","1998",33870,165594,560867
"United States of America","Sweet potatoes","1999",33590,165030,554335
"United States of America","Sweet potatoes","2000",38365,162922,625050
"United States of America","Sweet potatoes","2001",37879,173814,658389
"United States of America","Sweet potatoes","2002",33306,174309,580553
"United States of America","Sweet potatoes","2003",37474,192348,720804
"United States of America","Sweet potatoes","2004",37555,194603,730830
"United States of America","Sweet potatoes","2005",35775,199441,713500
"United States of America","Sweet potatoes","2006",35329,210574,743937
"United States of America","Sweet potatoes","2007",39417,207941,819641
"United States of America","Sweet potatoes","2008",39376,212454,836560
"United States of America","Sweet potatoes","2009",39214,225200,883100
"United States of America","Sweet potatoes","2010",47308,228628,1081592
"United States of America","Sweet potatoes","2011",52488,233019,1223068
"United States of America","Sweet potatoes","2012",51230,234472,1201200
"United States of America","Sweet potatoes","2013",45810,245411,1124230
"United States of America","Sweet potatoes","2014",54710,245277,1341910
"United States of America","Sweet potatoes","2015",61960,227059,1406860
"United States of America","Sweet potatoes","2016",66085,216525,1430903
"United States of America","Sweet potatoes","2017",64466,250811,1616876
"United States of America","Sweet potatoes","2018",58437,212510,1241846
"United States of America","Tangerines, mandarins, clementines, satsumas","1961",18210,127285,231786
"United States of America","Tangerines, mandarins, clementines, satsumas","1962",17765,125009,222078
"United States of America","Tangerines, mandarins, clementines, satsumas","1963",15380,80632,124012
"United States of America","Tangerines, mandarins, clementines, satsumas","1964",14410,140012,201758
"United States of America","Tangerines, mandarins, clementines, satsumas","1965",16310,137524,224301
"United States of America","Tangerines, mandarins, clementines, satsumas","1966",18170,223425,405964
"United States of America","Tangerines, mandarins, clementines, satsumas","1967",20234,236054,477632
"United States of America","Tangerines, mandarins, clementines, satsumas","1968",21690,183244,397456
"United States of America","Tangerines, mandarins, clementines, satsumas","1969",25250,170795,431257
"United States of America","Tangerines, mandarins, clementines, satsumas","1970",27400,176007,482259
"United States of America","Tangerines, mandarins, clementines, satsumas","1971",30070,175101,526529
"United States of America","Tangerines, mandarins, clementines, satsumas","1972",30800,183116,563997
"United States of America","Tangerines, mandarins, clementines, satsumas","1973",30670,175225,537415
"United States of America","Tangerines, mandarins, clementines, satsumas","1974",30760,181672,558823
"United States of America","Tangerines, mandarins, clementines, satsumas","1975",32010,193282,618697
"United States of America","Tangerines, mandarins, clementines, satsumas","1976",30190,219959,664056
"United States of America","Tangerines, mandarins, clementines, satsumas","1977",29140,197998,576967
"United States of America","Tangerines, mandarins, clementines, satsumas","1978",27110,224202,607811
"United States of America","Tangerines, mandarins, clementines, satsumas","1979",25700,225207,578781
"United States of America","Tangerines, mandarins, clementines, satsumas","1980",25250,299283,755690
"United States of America","Tangerines, mandarins, clementines, satsumas","1981",24725,228218,564270
"United States of America","Tangerines, mandarins, clementines, satsumas","1982",23350,227281,530700
"United States of America","Tangerines, mandarins, clementines, satsumas","1983",25370,240639,610500
"United States of America","Tangerines, mandarins, clementines, satsumas","1984",20760,242100,502600
"United States of America","Tangerines, mandarins, clementines, satsumas","1985",18410,246877,454500
"United States of America","Tangerines, mandarins, clementines, satsumas","1986",16230,258226,419100
"United States of America","Tangerines, mandarins, clementines, satsumas","1987",15460,329172,508900
"United States of America","Tangerines, mandarins, clementines, satsumas","1988",15460,332730,514400
"United States of America","Tangerines, mandarins, clementines, satsumas","1989",15420,340661,525300
"United States of America","Tangerines, mandarins, clementines, satsumas","1990",14850,219327,325700
"United States of America","Tangerines, mandarins, clementines, satsumas","1991",14450,249827,361000
"United States of America","Tangerines, mandarins, clementines, satsumas","1992",16590,264014,438000
"United States of America","Tangerines, mandarins, clementines, satsumas","1993",17850,252101,450000
"United States of America","Tangerines, mandarins, clementines, satsumas","1994",19380,266357,516200
"United States of America","Tangerines, mandarins, clementines, satsumas","1995",21650,227529,492600
"United States of America","Tangerines, mandarins, clementines, satsumas","1996",23430,215365,504600
"United States of America","Tangerines, mandarins, clementines, satsumas","1997",23430,275288,645000
"United States of America","Tangerines, mandarins, clementines, satsumas","1998",24240,220297,534000
"United States of America","Tangerines, mandarins, clementines, satsumas","1999",24080,197035,474460
"United States of America","Tangerines, mandarins, clementines, satsumas","2000",16430,356135,585130
"United States of America","Tangerines, mandarins, clementines, satsumas","2001",22703,209382,475360
"United States of America","Tangerines, mandarins, clementines, satsumas","2002",21327,249693,532520
"United States of America","Tangerines, mandarins, clementines, satsumas","2003",14812,233962,346545
"United States of America","Tangerines, mandarins, clementines, satsumas","2004",14650,258223,378296
"United States of America","Tangerines, mandarins, clementines, satsumas","2005",15095,201332,303910
"United States of America","Tangerines, mandarins, clementines, satsumas","2006",14285,264823,378300
"United States of America","Tangerines, mandarins, clementines, satsumas","2007",14893,219898,327494
"United States of America","Tangerines, mandarins, clementines, satsumas","2008",16390,291696,478090
"United States of America","Tangerines, mandarins, clementines, satsumas","2009",17887,224677,401880
"United States of America","Tangerines, mandarins, clementines, satsumas","2010",18535,291709,540682
"United States of America","Tangerines, mandarins, clementines, satsumas","2011",19546,304932,596021
"United States of America","Tangerines, mandarins, clementines, satsumas","2012",22136,308095,682000
"United States of America","Tangerines, mandarins, clementines, satsumas","2013",22136,279499,618700
"United States of America","Tangerines, mandarins, clementines, satsumas","2014",23674,280501,664059
"United States of America","Tangerines, mandarins, clementines, satsumas","2015",25660,305105,782900
"United States of America","Tangerines, mandarins, clementines, satsumas","2016",26430,320931,848220
"United States of America","Tangerines, mandarins, clementines, satsumas","2017",26870,348761,937120
"United States of America","Tangerines, mandarins, clementines, satsumas","2018",29258,275026,804670
"United States of America","Taro (cocoyam)","1961",203,222759,4522
"United States of America","Taro (cocoyam)","1962",210,226810,4763
"United States of America","Taro (cocoyam)","1963",199,228744,4552
"United States of America","Taro (cocoyam)","1964",194,223041,4327
"United States of America","Taro (cocoyam)","1965",182,242363,4411
"United States of America","Taro (cocoyam)","1966",166,253614,4210
"United States of America","Taro (cocoyam)","1967",166,230181,3821
"United States of America","Taro (cocoyam)","1968",173,246185,4259
"United States of America","Taro (cocoyam)","1969",174,231897,4035
"United States of America","Taro (cocoyam)","1970",197,202944,3998
"United States of America","Taro (cocoyam)","1971",198,207576,4110
"United States of America","Taro (cocoyam)","1972",187,224118,4191
"United States of America","Taro (cocoyam)","1973",188,207447,3900
"United States of America","Taro (cocoyam)","1974",188,216277,4066
"United States of America","Taro (cocoyam)","1975",188,186915,3514
"United States of America","Taro (cocoyam)","1976",189,181323,3427
"United States of America","Taro (cocoyam)","1977",198,186465,3692
"United States of America","Taro (cocoyam)","1978",186,193172,3593
"United States of America","Taro (cocoyam)","1979",168,186012,3125
"United States of America","Taro (cocoyam)","1980",135,226444,3057
"United States of America","Taro (cocoyam)","1981",140,204286,2860
"United States of America","Taro (cocoyam)","1982",143,215385,3080
"United States of America","Taro (cocoyam)","1983",157,170191,2672
"United States of America","Taro (cocoyam)","1984",160,178750,2860
"United States of America","Taro (cocoyam)","1985",160,194375,3110
"United States of America","Taro (cocoyam)","1986",160,179375,2870
"United States of America","Taro (cocoyam)","1987",160,178750,2860
"United States of America","Taro (cocoyam)","1988",170,181176,3080
"United States of America","Taro (cocoyam)","1989",170,173529,2950
"United States of America","Taro (cocoyam)","1990",170,154706,2630
"United States of America","Taro (cocoyam)","1991",220,134091,2950
"United States of America","Taro (cocoyam)","1992",220,142273,3130
"United States of America","Taro (cocoyam)","1993",210,129524,2720
"United States of America","Taro (cocoyam)","1994",200,138500,2770
"United States of America","Taro (cocoyam)","1995",220,140000,3080
"United States of America","Taro (cocoyam)","1996",210,123333,2590
"United States of America","Taro (cocoyam)","1997",180,138333,2490
"United States of America","Taro (cocoyam)","1998",200,136000,2720
"United States of America","Taro (cocoyam)","1999",200,154000,3080
"United States of America","Taro (cocoyam)","2000",190,167368,3180
"United States of America","Taro (cocoyam)","2001",180,161111,2900
"United States of America","Taro (cocoyam)","2002",170,162941,2770
"United States of America","Taro (cocoyam)","2003",170,133529,2270
"United States of America","Taro (cocoyam)","2004",150,157333,2360
"United States of America","Taro (cocoyam)","2005",150,120667,1810
"United States of America","Taro (cocoyam)","2006",150,136000,2040
"United States of America","Taro (cocoyam)","2007",162,111728,1810
"United States of America","Taro (cocoyam)","2008",160,121875,1950
"United States of America","Taro (cocoyam)","2009",180,100556,1810
"United States of America","Taro (cocoyam)","2010",190,93158,1770
"United States of America","Taro (cocoyam)","2011",196,94898,1860
"United States of America","Taro (cocoyam)","2012",160,99250,1588
"United States of America","Taro (cocoyam)","2013",160,96875,1550
"United States of America","Taro (cocoyam)","2014",150,98000,1470
"United States of America","Taro (cocoyam)","2015",140,113571,1590
"United States of America","Taro (cocoyam)","2016",130,122308,1590
"United States of America","Taro (cocoyam)","2017",140,119286,1670
"United States of America","Taro (cocoyam)","2018",142,112565,1600
"United States of America","Tobacco, unmanufactured","1961",475000,19684,935000
"United States of America","Tobacco, unmanufactured","1962",495000,21212,1050000
"United States of America","Tobacco, unmanufactured","1963",476000,22334,1063100
"United States of America","Tobacco, unmanufactured","1964",436000,23179,1010600
"United States of America","Tobacco, unmanufactured","1965",395000,21296,841200
"United States of America","Tobacco, unmanufactured","1966",393304,21739,855017
"United States of America","Tobacco, unmanufactured","1967",388412,22981,892625
"United States of America","Tobacco, unmanufactured","1968",355835,21802,775803
"United States of America","Tobacco, unmanufactured","1969",371618,22011,817950
"United States of America","Tobacco, unmanufactured","1970",363524,23788,864752
"United States of America","Tobacco, unmanufactured","1971",338960,22815,773322
"United States of America","Tobacco, unmanufactured","1972",340902,23273,793371
"United States of America","Tobacco, unmanufactured","1973",359760,22015,792000
"United States of America","Tobacco, unmanufactured","1974",389545,23219,904500
"United States of America","Tobacco, unmanufactured","1975",439766,22509,989871
"United States of America","Tobacco, unmanufactured","1976",423659,22876,969174
"United States of America","Tobacco, unmanufactured","1977",390840,22214,868230
"United States of America","Tobacco, unmanufactured","1978",389990,23550,918438
"United States of America","Tobacco, unmanufactured","1979",334950,20673,692427
"United States of America","Tobacco, unmanufactured","1980",372700,21739,810200
"United States of America","Tobacco, unmanufactured","1981",395200,23685,936030
"United States of America","Tobacco, unmanufactured","1982",369500,24484,904680
"United States of America","Tobacco, unmanufactured","1983",319380,20295,648170
"United States of America","Tobacco, unmanufactured","1984",320400,24463,783790
"United States of America","Tobacco, unmanufactured","1985",278430,24626,685660
"United States of America","Tobacco, unmanufactured","1986",235000,22468,528000
"United States of America","Tobacco, unmanufactured","1987",237300,22725,539260
"United States of America","Tobacco, unmanufactured","1988",256600,24209,621200
"United States of America","Tobacco, unmanufactured","1989",274460,22595,620150
"United States of America","Tobacco, unmanufactured","1990",296760,24859,737710
"United States of America","Tobacco, unmanufactured","1991",309051,24428,754942
"United States of America","Tobacco, unmanufactured","1992",317452,24600,780933
"United States of America","Tobacco, unmanufactured","1993",302060,24226,731785
"United States of America","Tobacco, unmanufactured","1994",271571,26438,717986
"United States of America","Tobacco, unmanufactured","1995",268519,21452,576018
"United States of America","Tobacco, unmanufactured","1996",296659,23221,688869
"United States of America","Tobacco, unmanufactured","1997",338411,23957,810746
"United States of America","Tobacco, unmanufactured","1998",290411,23114,671264
"United States of America","Tobacco, unmanufactured","1999",261897,22389,586352
"United States of America","Tobacco, unmanufactured","2000",189968,25149,477750
"United States of America","Tobacco, unmanufactured","2001",175023,25690,449641
"United States of America","Tobacco, unmanufactured","2002",172926,22850,395132
"United States of America","Tobacco, unmanufactured","2003",166387,21879,364033
"United States of America","Tobacco, unmanufactured","2004",165132,24224,400010
"United States of America","Tobacco, unmanufactured","2005",120224,24336,292572
"United States of America","Tobacco, unmanufactured","2006",137189,24067,330167
"United States of America","Tobacco, unmanufactured","2007",144068,24799,357272
"United States of America","Tobacco, unmanufactured","2008",143457,25311,363101
"United States of America","Tobacco, unmanufactured","2009",143275,26042,373115
"United States of America","Tobacco, unmanufactured","2010",136582,23851,325764
"United States of America","Tobacco, unmanufactured","2011",131539,20630,271361
"United States of America","Tobacco, unmanufactured","2012",136074,25424,345957
"United States of America","Tobacco, unmanufactured","2013",143937,22802,328208
"United States of America","Tobacco, unmanufactured","2014",153117,25963,397533
"United States of America","Tobacco, unmanufactured","2015",133000,24527,326210
"United States of America","Tobacco, unmanufactured","2016",129360,22045,285180
"United States of America","Tobacco, unmanufactured","2017",130100,24759,322120
"United States of America","Tobacco, unmanufactured","2018",117940,20508,241870
"United States of America","Tomatoes","1961",189422,254496,4820709
"United States of America","Tomatoes","1962",196808,296746,5840198
"United States of America","Tomatoes","1963",164454,281348,4626881
"United States of America","Tomatoes","1964",173454,293393,5089017
"United States of America","Tomatoes","1965",165800,302597,5017059
"United States of America","Tomatoes","1966",182300,283528,5168722
"United States of America","Tomatoes","1967",192430,293083,5639802
"United States of America","Tomatoes","1968",207870,346492,7202519
"United States of America","Tomatoes","1969",167606,317399,5319794
"United States of America","Tomatoes","1970",158700,341304,5416500
"United States of America","Tomatoes","1971",159640,364082,5812212
"United States of America","Tomatoes","1972",166000,371613,6168779
"United States of America","Tomatoes","1973",175670,356945,6270452
"United States of America","Tomatoes","1974",186900,389466,7279122
"United States of America","Tomatoes","1975",205950,421080,8672150
"United States of America","Tomatoes","1976",176660,388237,6858600
"United States of America","Tomatoes","1977",190640,417515,7959510
"United States of America","Tomatoes","1978",172300,394257,6793054
"United States of America","Tomatoes","1979",177060,435203,7705700
"United States of America","Tomatoes","1980",157530,430771,6785930
"United States of America","Tomatoes","1981",154130,412898,6364000
"United States of America","Tomatoes","1982",167940,466571,7835600
"United States of America","Tomatoes","1983",168000,453208,7613900
"United States of America","Tomatoes","1984",167700,491691,8245650
"United States of America","Tomatoes","1985",157400,499360,7859930
"United States of America","Tomatoes","1986",153000,531650,8134250
"United States of America","Tomatoes","1987",156600,534599,8371820
"United States of America","Tomatoes","1988",167800,497527,8348500
"United States of America","Tomatoes","1989",187000,547203,10232700
"United States of America","Tomatoes","1990",198000,551869,10927000
"United States of America","Tomatoes","1991",197350,577943,11405700
"United States of America","Tomatoes","1992",164220,592498,9730000
"United States of America","Tomatoes","1993",178760,584079,10441000
"United States of America","Tomatoes","1994",192340,632474,12165000
"United States of America","Tomatoes","1995",192380,612538,11784000
"United States of America","Tomatoes","1996",186060,638181,11874000
"United States of America","Tomatoes","1997",161300,653069,10534000
"United States of America","Tomatoes","1998",170640,586556,10009000
"United States of America","Tomatoes","1999",195590,680546,13310800
"United States of America","Tomatoes","2000",168509,749056,12622261
"United States of America","Tomatoes","2001",164183,667475,10958809
"United States of America","Tomatoes","2002",178557,754185,13466501
"United States of America","Tomatoes","2003",167388,682474,11423794
"United States of America","Tomatoes","2004",173620,805650,13987702
"United States of America","Tomatoes","2005",164280,725485,11918268
"United States of America","Tomatoes","2006",169808,721825,12257172
"United States of America","Tomatoes","2007",170658,831205,14185180
"United States of America","Tomatoes","2008",161940,846034,13700670
"United States of America","Tomatoes","2009",176200,877269,15457480
"United States of America","Tomatoes","2010",158720,885396,14053000
"United States of America","Tomatoes","2011",148850,924535,13761700
"United States of America","Tomatoes","2012",152690,948245,14478750
"United States of America","Tomatoes","2013",152410,907328,13828580
"United States of America","Tomatoes","2014",163380,971661,15875000
"United States of America","Tomatoes","2015",162980,894615,14580440
"United States of America","Tomatoes","2016",141289,911398,12877049
"United States of America","Tomatoes","2017",125666,886625,11141862
"United States of America","Tomatoes","2018",130280,968079,12612139
"United States of America","Tung nuts","1961",NA,NA,101187
"United States of America","Tung nuts","1962",NA,NA,20684
"United States of America","Tung nuts","1963",NA,NA,66678
"United States of America","Tung nuts","1964",NA,NA,111856
"United States of America","Tung nuts","1965",NA,NA,30209
"United States of America","Tung nuts","1966",NA,NA,75206
"United States of America","Tung nuts","1967",NA,NA,36378
"United States of America","Tung nuts","1968",NA,NA,15422
"United States of America","Tung nuts","1969",NA,NA,17055
"United States of America","Tung nuts","1970",NA,NA,10623
"United States of America","Tung nuts","1971",NA,NA,270
"United States of America","Tung nuts","1972",NA,NA,8500
"United States of America","Tung nuts","1973",NA,NA,0
"United States of America","Tung nuts","1974",NA,NA,NA
"United States of America","Tung nuts","1975",NA,NA,NA
"United States of America","Tung nuts","1976",NA,NA,NA
"United States of America","Tung nuts","1977",NA,NA,NA
"United States of America","Tung nuts","1978",NA,NA,NA
"United States of America","Tung nuts","1979",NA,NA,NA
"United States of America","Tung nuts","1980",NA,NA,NA
"United States of America","Tung nuts","1981",NA,NA,NA
"United States of America","Tung nuts","1982",NA,NA,NA
"United States of America","Tung nuts","1983",NA,NA,NA
"United States of America","Tung nuts","1984",NA,NA,NA
"United States of America","Tung nuts","1985",NA,NA,NA
"United States of America","Tung nuts","1986",NA,NA,NA
"United States of America","Tung nuts","1987",NA,NA,NA
"United States of America","Tung nuts","1988",NA,NA,NA
"United States of America","Tung nuts","1989",NA,NA,NA
"United States of America","Tung nuts","1990",NA,NA,0
"United States of America","Tung nuts","1991",NA,NA,0
"United States of America","Tung nuts","1992",NA,NA,0
"United States of America","Tung nuts","1993",NA,NA,NA
"United States of America","Tung nuts","1994",NA,NA,NA
"United States of America","Tung nuts","1995",NA,NA,NA
"United States of America","Tung nuts","1996",NA,NA,NA
"United States of America","Tung nuts","1997",NA,NA,NA
"United States of America","Tung nuts","1998",NA,NA,NA
"United States of America","Tung nuts","1999",NA,NA,NA
"United States of America","Tung nuts","2000",NA,NA,NA
"United States of America","Tung nuts","2001",NA,NA,NA
"United States of America","Tung nuts","2002",NA,NA,NA
"United States of America","Tung nuts","2003",NA,NA,NA
"United States of America","Tung nuts","2004",NA,NA,NA
"United States of America","Tung nuts","2005",NA,NA,NA
"United States of America","Tung nuts","2006",NA,NA,NA
"United States of America","Tung nuts","2007",NA,NA,NA
"United States of America","Tung nuts","2008",NA,NA,NA
"United States of America","Tung nuts","2009",NA,NA,NA
"United States of America","Tung nuts","2010",NA,NA,NA
"United States of America","Tung nuts","2011",NA,NA,NA
"United States of America","Tung nuts","2012",NA,NA,NA
"United States of America","Tung nuts","2013",NA,NA,NA
"United States of America","Tung nuts","2014",NA,NA,NA
"United States of America","Tung nuts","2015",NA,NA,NA
"United States of America","Tung nuts","2016",NA,NA,NA
"United States of America","Tung nuts","2017",NA,NA,NA
"United States of America","Tung nuts","2018",NA,NA,NA
"United States of America","Vegetables, fresh nes","1961",79915,234949,1877596
"United States of America","Vegetables, fresh nes","1962",71225,244999,1745004
"United States of America","Vegetables, fresh nes","1963",72415,240051,1738326
"United States of America","Vegetables, fresh nes","1964",76000,239961,1823700
"United States of America","Vegetables, fresh nes","1965",65310,245049,1600412
"United States of America","Vegetables, fresh nes","1966",78830,224815,1772220
"United States of America","Vegetables, fresh nes","1967",68325,245050,1674304
"United States of America","Vegetables, fresh nes","1968",68410,251967,1723707
"United States of America","Vegetables, fresh nes","1969",78140,247012,1930155
"United States of America","Vegetables, fresh nes","1970",74165,252045,1869292
"United States of America","Vegetables, fresh nes","1971",104925,260055,2728624
"United States of America","Vegetables, fresh nes","1972",98000,260221,2550166
"United States of America","Vegetables, fresh nes","1973",55000,310162,1705893
"United States of America","Vegetables, fresh nes","1974",76200,279917,2132967
"United States of America","Vegetables, fresh nes","1975",44000,340311,1497369
"United States of America","Vegetables, fresh nes","1976",1e+05,269009,2690088
"United States of America","Vegetables, fresh nes","1977",104000,270080,2808827
"United States of America","Vegetables, fresh nes","1978",153000,240279,3676265
"United States of America","Vegetables, fresh nes","1979",110000,270093,2971018
"United States of America","Vegetables, fresh nes","1980",112000,270383,3028288
"United States of America","Vegetables, fresh nes","1981",110000,280254,3082792
"United States of America","Vegetables, fresh nes","1982",103500,289855,3e+06
"United States of America","Vegetables, fresh nes","1983",96500,290155,2800000
"United States of America","Vegetables, fresh nes","1984",93500,299465,2800000
"United States of America","Vegetables, fresh nes","1985",85000,329412,2800000
"United States of America","Vegetables, fresh nes","1986",74000,337838,2500000
"United States of America","Vegetables, fresh nes","1987",74000,337838,2500000
"United States of America","Vegetables, fresh nes","1988",64000,359375,2300000
"United States of America","Vegetables, fresh nes","1989",45000,4e+05,1800000
"United States of America","Vegetables, fresh nes","1990",39000,410256,1600000
"United States of America","Vegetables, fresh nes","1991",33000,424242,1400000
"United States of America","Vegetables, fresh nes","1992",20000,543000,1086000
"United States of America","Vegetables, fresh nes","1993",17000,564706,960000
"United States of America","Vegetables, fresh nes","1994",17189,570121,980000
"United States of America","Vegetables, fresh nes","1995",17000,6e+05,1020000
"United States of America","Vegetables, fresh nes","1996",16873,610436,1030000
"United States of America","Vegetables, fresh nes","1997",17000,617647,1050000
"United States of America","Vegetables, fresh nes","1998",17000,617647,1050000
"United States of America","Vegetables, fresh nes","1999",20000,697184,1394367
"United States of America","Vegetables, fresh nes","2000",10603,788215,835744
"United States of America","Vegetables, fresh nes","2001",11250,760261,855294
"United States of America","Vegetables, fresh nes","2002",10967,774958,849896
"United States of America","Vegetables, fresh nes","2003",11129,784830,873437
"United States of America","Vegetables, fresh nes","2004",11291,782529,883553
"United States of America","Vegetables, fresh nes","2005",10846,781468,847580
"United States of America","Vegetables, fresh nes","2006",11210,778107,872258
"United States of America","Vegetables, fresh nes","2007",11493,789771,907684
"United States of America","Vegetables, fresh nes","2008",11453,793084,908319
"United States of America","Vegetables, fresh nes","2009",11534,789441,910541
"United States of America","Vegetables, fresh nes","2010",11331,797539,903692
"United States of America","Vegetables, fresh nes","2011",11412,769581,878246
"United States of America","Vegetables, fresh nes","2012",11736,763408,895936
"United States of America","Vegetables, fresh nes","2013",11655,700645,816602
"United States of America","Vegetables, fresh nes","2014",11695,713375,834292
"United States of America","Vegetables, fresh nes","2015",11210,692326,776097
"United States of America","Vegetables, fresh nes","2016",11695,661752,773919
"United States of America","Vegetables, fresh nes","2017",10158,698005,709033
"United States of America","Vegetables, fresh nes","2018",12222,660570,807349
"United States of America","Vegetables, leguminous nes","1961",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1962",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1963",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1964",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1965",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1966",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1967",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1968",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1969",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1970",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1971",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1972",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1973",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1974",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1975",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1976",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1977",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1978",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1979",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1980",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1981",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1982",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1983",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1984",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1985",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1986",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1987",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1988",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1989",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1990",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1991",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1992",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1993",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1994",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1995",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1996",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1997",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1998",NA,NA,NA
"United States of America","Vegetables, leguminous nes","1999",NA,NA,NA
"United States of America","Vegetables, leguminous nes","2000",NA,NA,NA
"United States of America","Vegetables, leguminous nes","2001",NA,NA,NA
"United States of America","Vegetables, leguminous nes","2002",NA,NA,NA
"United States of America","Vegetables, leguminous nes","2003",NA,NA,NA
"United States of America","Vegetables, leguminous nes","2004",12790,55504,70990
"United States of America","Vegetables, leguminous nes","2005",11660,33019,38500
"United States of America","Vegetables, leguminous nes","2006",14020,31441,44080
"United States of America","Vegetables, leguminous nes","2007",15000,31333,47000
"United States of America","Vegetables, leguminous nes","2008",14110,32990,46549
"United States of America","Vegetables, leguminous nes","2009",14100,32502,45828
"United States of America","Vegetables, leguminous nes","2010",14169,32006,45349
"United States of America","Vegetables, leguminous nes","2011",14254,31478,44868
"United States of America","Vegetables, leguminous nes","2012",14000,30714,43000
"United States of America","Vegetables, leguminous nes","2013",14809,29898,44277
"United States of America","Vegetables, leguminous nes","2014",14950,28428,42500
"United States of America","Vegetables, leguminous nes","2015",15685,27806,43614
"United States of America","Vegetables, leguminous nes","2016",15583,28028,43677
"United States of America","Vegetables, leguminous nes","2017",15711,28130,44196
"United States of America","Vegetables, leguminous nes","2018",15932,27608,43986
"United States of America","Walnuts, with shell","1961",57590,10633,61235
"United States of America","Walnuts, with shell","1962",57790,12543,72484
"United States of America","Walnuts, with shell","1963",57020,13221,75387
"United States of America","Walnuts, with shell","1964",57950,14120,81828
"United States of America","Walnuts, with shell","1965",56860,12811,72846
"United States of America","Walnuts, with shell","1966",58920,14781,87089
"United States of America","Walnuts, with shell","1967",59250,11698,69308
"United States of America","Walnuts, with shell","1968",59570,14559,86726
"United States of America","Walnuts, with shell","1969",60860,15726,95707
"United States of America","Walnuts, with shell","1970",62000,16359,101423
"United States of America","Walnuts, with shell","1971",63290,19551,123740
"United States of America","Walnuts, with shell","1972",66000,16054,105959
"United States of America","Walnuts, with shell","1973",66040,24040,158760
"United States of America","Walnuts, with shell","1974",67900,20909,141974
"United States of America","Walnuts, with shell","1975",68920,26233,180801
"United States of America","Walnuts, with shell","1976",70540,23625,166649
"United States of America","Walnuts, with shell","1977",73170,23867,174632
"United States of America","Walnuts, with shell","1978",73410,19772,145149
